"*","STITCH","82.6974828049","11.3362672816"
"*","STITCH","82.2694712943","12.1809410077"
"*","STITCH","82.9254943154","10.2915935554"
"*","STITCH","81.8852946632","12.0475464255"
"*","STITCH","82.5413176844","10.1581989731"
"*","STITCH","81.5011180322","11.9141518432"
"*","STITCH","82.1571410533","10.0248043908"
"*","STITCH","81.1169414011","11.7807572609"
"*","STITCH","81.7729644222","9.89140980858"
"*","STITCH","80.73276477","11.6473626787"
"*","STITCH","81.3887877912","9.75801522631"
"*","STITCH","80.348588139","11.5139680964"
"*","STITCH","81.0046111601","9.62462064405"
"*","STITCH","79.9644115079","11.3805735141"
"*","STITCH","80.6204345291","9.49122606178"
"*","STITCH","79.5802348768","11.2471789319"
"*","STITCH","80.236257898","9.35783147951"
"*","STITCH","79.1960582458","11.1137843496"
"*","STITCH","79.8520812669","9.22443689725"
"*","STITCH","78.8118816147","10.9803897673"
"*","STITCH","79.4679046359","9.09104231498"
"*","STITCH","78.4277049837","10.8469951851"
"*","STITCH","79.0837280048","8.95764773271"
"*","STITCH","78.0435283526","10.7136006028"
"*","STITCH","78.6995513737","8.82425315045"
"*","STITCH","77.6593517215","10.5802060205"
"*","STITCH","78.3153747427","8.69085856818"
"*","STITCH","77.2751750905","10.4468114383"
"*","STITCH","77.9311981116","8.55746398592"
"*","STITCH","76.8909984594","10.313416856"
"*","STITCH","77.5470214805","8.42406940365"
"*","STITCH","76.5068218283","10.1800222737"
"*","STITCH","77.1628448495","8.29067482138"
"*","STITCH","76.1226451973","10.0466276915"
"*","STITCH","76.7786682184","8.15728023912"
"*","STITCH","75.7384685662","9.91323310921"
"*","STITCH","76.3944915874","8.02388565685"
"*","STITCH","75.3542919351","9.77983852694"
"*","STITCH","76.0103149563","7.89049107458"
"*","STITCH","74.9701153041","9.64644394468"
"*","STITCH","75.6261383252","7.75709649232"
"*","STITCH","74.585938673","9.51304936241"
"*","STITCH","75.2419616942","7.62370191005"
"*","STITCH","74.201762042","9.37965478014"
"*","STITCH","74.8577850631","7.49030732779"
"*","STITCH","73.8175854109","9.24626019788"
"*","STITCH","74.473608432","7.35691274552"
"*","STITCH","73.4334087798","9.11286561561"
"*","STITCH","74.089431801","7.22351816325"
"*","STITCH","73.0492321488","8.97947103334"
"*","STITCH","73.7052551699","7.09012358099"
"*","STITCH","72.6650555177","8.84607645108"
"*","STITCH","73.3210785389","6.95672899872"
"*","STITCH","72.2808788866","8.71268186881"
"*","STITCH","72.9369019078","6.82333441645"
"*","STITCH","71.8967022556","8.57928728655"
"*","STITCH","72.5527252767","6.68993983419"
"*","STITCH","71.5125256245","8.44589270428"
"*","STITCH","72.1685486457","6.55654525192"
"*","STITCH","71.1283489935","8.31249812201"
"*","STITCH","71.7843720146","6.42315066966"
"*","STITCH","70.7441723624","8.17910353975"
"*","STITCH","71.4001953835","6.28975608739"
"*","STITCH","70.3599957313","8.04570895748"
"*","STITCH","71.0160187525","6.15636150512"
"*","JUMP","62.6048357061","35.6990020752"
"*","STITCH","62.7048357061","35.7990020752"
"*","JUMP","67.9551411911","36.5713655482"
"*","STITCH","68.0551411911","36.6713655482"
"*","STITCH","67.7942169678","37.5583323127"
"*","STITCH","68.1160654144","35.5843987836"
"*","STITCH","67.3826550074","37.4912274302"
"*","STITCH","67.704503454","35.5172939011"
"*","STITCH","66.971093047","37.4241225476"
"*","STITCH","67.2929414936","35.4501890185"
"*","STITCH","66.5595310867","37.3570176651"
"*","STITCH","66.8813795332","35.383084136"
"*","STITCH","66.1479691263","37.2899127826"
"*","STITCH","66.4698175728","35.3159792534"
"*","STITCH","65.7364071659","37.2228079"
"*","STITCH","66.0582556125","35.2488743709"
"*","STITCH","65.3248452055","37.1557030175"
"*","STITCH","65.6466936521","35.1817694884"
"*","STITCH","64.9132832451","37.088598135"
"*","STITCH","65.2351316917","35.1146646058"
"*","STITCH","64.5017212848","37.0214932524"
"*","STITCH","64.8235697313","35.0475597233"
"*","STITCH","64.0901593244","36.9543883699"
"*","STITCH","64.4120077709","34.9804548407"
"*","STITCH","63.678597364","36.8872834873"
"*","STITCH","64.0004458105","34.9133499582"
"*","STITCH","63.2670354036","36.8201786048"
"*","STITCH","63.5888838502","34.8462450757"
"*","STITCH","62.8554734432","36.7530737223"
"*","STITCH","63.1773218898","34.7791401931"
"*","JUMP","44.3569299026","0.708324624085"
"*","STITCH","44.4569299026","0.808324624085"
"*","JUMP","7.18431678244","19.677853431"
"*","STITCH","7.28431678244","19.777853431"
"*","JUMP","18.0795232101","21.8751451502"
"*","STITCH","18.1795232101","21.9751451502"
"*","STITCH","17.8818284559","22.8554087801"
"*","STITCH","18.2772179643","20.8948815203"
"*","STITCH","17.4783022919","22.7740276054"
"*","STITCH","17.8736918003","20.8135003455"
"*","STITCH","17.074776128","22.6926464306"
"*","STITCH","17.4701656364","20.7321191707"
"*","STITCH","16.671249964","22.6112652558"
"*","STITCH","17.0666394724","20.6507379959"
"*","STITCH","16.2677238","22.529884081"
"*","STITCH","16.6631133084","20.5693568211"
"*","STITCH","15.864197636","22.4485029062"
"*","STITCH","16.2595871444","20.4879756464"
"*","STITCH","15.460671472","22.3671217314"
"*","STITCH","15.8560609804","20.4065944716"
"*","STITCH","15.057145308","22.2857405566"
"*","STITCH","15.4525348164","20.3252132968"
"*","STITCH","14.653619144","22.2043593819"
"*","STITCH","15.0490086524","20.243832122"
"*","STITCH","14.25009298","22.1229782071"
"*","STITCH","14.6454824884","20.1624509472"
"*","STITCH","13.846566816","22.0415970323"
"*","STITCH","14.2419563244","20.0810697724"
"*","STITCH","13.4430406521","21.9602158575"
"*","STITCH","13.8384301605","19.9996885976"
"*","STITCH","13.0395144881","21.8788346827"
"*","STITCH","13.4349039965","19.9183074229"
"*","STITCH","12.6359883241","21.7974535079"
"*","STITCH","13.0313778325","19.8369262481"
"*","STITCH","12.2324621601","21.7160723331"
"*","STITCH","12.6278516685","19.7555450733"
"*","STITCH","11.8289359961","21.6346911584"
"*","STITCH","12.2243255045","19.6741638985"
"*","STITCH","11.4254098321","21.5533099836"
"*","STITCH","11.8207993405","19.5927827237"
"*","STITCH","11.0218836681","21.4719288088"
"*","STITCH","11.4172731765","19.5114015489"
"*","STITCH","10.6183575041","21.390547634"
"*","STITCH","11.0137470125","19.4300203742"
"*","STITCH","10.2148313401","21.3091664592"
"*","STITCH","10.6102208485","19.3486391994"
"*","STITCH","9.81130517616","21.2277852844"
"*","STITCH","10.2066946846","19.2672580246"
"*","STITCH","9.40777901217","21.1464041097"
"*","STITCH","9.80316852057","19.1858768498"
"*","STITCH","9.00425284818","21.0650229349"
"*","STITCH","9.39964235658","19.104495675"
"*","STITCH","8.60072668419","20.9836417601"
"*","STITCH","8.99611619259","19.0231145002"
"*","STITCH","8.1972005202","20.9022605853"
"*","STITCH","8.5925900286","18.9417333254"
"*","STITCH","7.79367435622","20.8208794105"
"*","STITCH","8.18906386461","18.8603521507"
"*","STITCH","7.39014819223","20.7394982357"
"*","STITCH","7.78553770062","18.7789709759"
"*","JUMP","16.5993624969","1.19017429449"
"*","STITCH","16.6993624969","1.29017429449"
"*","JUMP","8.93745434721","12.8648073206"
"*","STITCH","9.03745434721","12.9648073206"
"*","STITCH","8.10142056884","12.3161293446"
"*","STITCH","9.77348812559","13.4134852967"
"*","STITCH","8.32677080853","11.972757785"
"*","STITCH","9.99883836529","13.0701137371"
"*","STITCH","8.55212104823","11.6293862254"
"*","STITCH","10.224188605","12.7267421775"
"*","STITCH","8.77747128793","11.2860146658"
"*","STITCH","10.4495388447","12.3833706179"
"*","STITCH","9.00282152763","10.9426431062"
"*","STITCH","10.6748890844","12.0399990583"
"*","STITCH","9.22817176732","10.5992715466"
"*","STITCH","10.9002393241","11.6966274987"
"*","STITCH","9.45352200702","10.255899987"
"*","STITCH","11.1255895638","11.3532559391"
"*","STITCH","9.67887224672","9.91252842742"
"*","STITCH","11.3509398035","11.0098843795"
"*","STITCH","9.90422248642","9.56915686782"
"*","STITCH","11.5762900432","10.6665128199"
"*","STITCH","10.1295727261","9.22578530823"
"*","STITCH","11.8016402829","10.3231412603"
"*","STITCH","10.3549229658","8.88241374864"
"*","STITCH","12.0269905226","9.97976970076"
"*","STITCH","10.5802732055","8.53904218905"
"*","STITCH","12.2523407623","9.63639814117"
"*","STITCH","10.8056234452","8.19567062946"
"*","STITCH","12.477691002","9.29302658157"
"*","STITCH","11.0309736849","7.85229906987"
"*","STITCH","12.7030412417","8.94965502198"
"*","STITCH","11.2563239246","7.50892751027"
"*","STITCH","12.9283914814","8.60628346239"
"*","STITCH","11.4816741643","7.16555595068"
"*","STITCH","13.1537417211","8.2629119028"
"*","STITCH","11.707024404","6.82218439109"
"*","STITCH","13.3790919608","7.91954034321"
"*","STITCH","11.9323746437","6.4788128315"
"*","STITCH","13.6044422005","7.57616878361"
"*","STITCH","12.1577248834","6.13544127191"
"*","STITCH","13.8297924401","7.23279722402"
"*","STITCH","12.3830751231","5.79206971231"
"*","STITCH","14.0551426798","6.88942566443"
"*","STITCH","12.6084253628","5.44869815272"
"*","STITCH","14.2804929195","6.54605410484"
"*","STITCH","12.8337756025","5.10532659313"
"*","STITCH","14.5058431592","6.20268254525"
"*","STITCH","13.0591258422","4.76195503354"
"*","STITCH","14.7311933989","5.85931098566"
"*","STITCH","13.2844760819","4.41858347395"
"*","STITCH","14.9565436386","5.51593942606"
"*","STITCH","13.5098263216","4.07521191436"
"*","STITCH","15.1818938783","5.17256786647"
"*","STITCH","13.7351765613","3.73184035476"
"*","STITCH","15.407244118","4.82919630688"
"*","STITCH","13.960526801","3.38846879517"
"*","STITCH","15.6325943577","4.48582474729"
"*","STITCH","14.1858770407","3.04509723558"
"*","STITCH","15.8579445974","4.1424531877"
"*","STITCH","14.4112272804","2.70172567599"
"*","STITCH","16.0832948371","3.7990816281"
"*","STITCH","14.6365775201","2.3583541164"
"*","STITCH","16.3086450768","3.45571006851"
"*","STITCH","14.8619277598","2.0149825568"
"*","STITCH","16.5339953165","3.11233850892"
"*","STITCH","15.0872779995","1.67161099721"
"*","STITCH","16.7593455562","2.76896694933"
"*","STITCH","15.3126282392","1.32823943762"
"*","STITCH","16.9846957959","2.42559538974"
"*","STITCH","15.5379784789","0.984867878028"
"*","STITCH","17.2100460356","2.08222383014"
"*","STITCH","17.4904644853","1.64397738653"
"*","STITCH","15.7082605086","0.73637120246"
"*","STITCH","17.3058557458","2.00648089901"
"*","STITCH","15.5236517691","1.09887471494"
"*","STITCH","17.1212470063","2.36898441149"
"*","STITCH","15.3390430296","1.46137822742"
"*","STITCH","16.9366382668","2.73148792397"
"*","STITCH","15.1544342901","1.8238817399"
"*","STITCH","16.7520295273","3.09399143645"
"*","STITCH","14.9698255506","2.18638525238"
"*","STITCH","16.5674207878","3.45649494893"
"*","STITCH","14.7852168111","2.54888876486"
"*","STITCH","16.3828120483","3.81899846141"
"*","STITCH","14.6006080716","2.91139227735"
"*","STITCH","16.1982033088","4.18150197389"
"*","STITCH","14.4159993321","3.27389578983"
"*","STITCH","16.0135945693","4.54400548638"
"*","STITCH","14.2313905926","3.63639930231"
"*","STITCH","15.8289858298","4.90650899886"
"*","STITCH","14.0467818531","3.99890281479"
"*","STITCH","15.6443770903","5.26901251134"
"*","STITCH","13.8621731136","4.36140632727"
"*","STITCH","15.4597683508","5.63151602382"
"*","STITCH","13.6775643741","4.72390983975"
"*","STITCH","15.2751596113","5.9940195363"
"*","STITCH","13.4929556346","5.08641335223"
"*","STITCH","15.0905508718","6.35652304878"
"*","STITCH","13.3083468951","5.44891686471"
"*","STITCH","14.9059421323","6.71902656126"
"*","STITCH","13.1237381556","5.81142037719"
"*","STITCH","14.7213333928","7.08153007374"
"*","STITCH","12.9391294161","6.17392388967"
"*","STITCH","14.5367246533","7.44403358622"
"*","STITCH","12.7545206766","6.53642740215"
"*","STITCH","14.3521159138","7.8065370987"
"*","STITCH","12.5699119371","6.89893091463"
"*","STITCH","14.1675071743","8.16904061118"
"*","STITCH","12.3853031976","7.26143442711"
"*","STITCH","13.9828984348","8.53154412366"
"*","STITCH","12.2006944581","7.6239379396"
"*","STITCH","13.7982896953","8.89404763615"
"*","STITCH","12.0160857186","7.98644145208"
"*","STITCH","13.6136809558","9.25655114863"
"*","STITCH","11.8314769791","8.34894496456"
"*","STITCH","13.4290722163","9.61905466111"
"*","STITCH","11.6468682396","8.71144847704"
"*","STITCH","13.2444634768","9.98155817359"
"*","STITCH","11.4622595001","9.07395198952"
"*","STITCH","13.0598547373","10.3440616861"
"*","STITCH","11.2776507606","9.436455502"
"*","STITCH","12.8752459978","10.7065651985"
"*","STITCH","11.0930420211","9.79895901448"
"*","STITCH","12.6906372583","11.069068711"
"*","STITCH","10.9084332816","10.161462527"
"*","STITCH","12.5060285188","11.4315722235"
"*","STITCH","10.7238245421","10.5239660394"
"*","STITCH","12.3214197793","11.794075736"
"*","STITCH","10.5392158026","10.8864695519"
"*","STITCH","12.1368110398","12.1565792485"
"*","STITCH","10.3546070631","11.2489730644"
"*","STITCH","11.9522023003","12.519082761"
"*","STITCH","10.1699983236","11.6114765769"
"*","STITCH","11.7675935608","12.8815862734"
"*","STITCH","9.98538958408","11.9739800894"
"*","STITCH","11.5829848213","13.2440897859"
"*","STITCH","9.80078084458","12.3364836018"
"*","STITCH","11.3983760818","13.6065932984"
"*","STITCH","9.61617210508","12.6989871143"
"*","STITCH","11.2137673423","13.9690968109"
"*","STITCH","9.43156336558","13.0614906268"
"*","STITCH","11.0291586028","14.3316003234"
"*","STITCH","9.24695462608","13.4239941393"
"*","STITCH","10.8445498633","14.6941038358"
"*","STITCH","9.06234588658","13.7864976518"
"*","STITCH","10.6599411238","15.0566073483"
"*","STITCH","8.87773714708","14.1490011643"
"*","STITCH","10.4753323843","15.4191108608"
"*","STITCH","8.69312840758","14.5115046767"
"*","STITCH","10.2907236448","15.7816143733"
"*","STITCH","8.50851966808","14.8740081892"
"*","STITCH","10.1061149053","16.1441178858"
"*","STITCH","8.32391092858","15.2365117017"
"*","STITCH","9.9215061658","16.5066213982"
"*","STITCH","8.13930218908","15.5990152142"
"*","STITCH","9.7368974263","16.8691249107"
"*","STITCH","7.95469344958","15.9615187267"
"*","STITCH","9.5522886868","17.2316284232"
"*","STITCH","7.77008471008","16.3240222391"
"*","STITCH","9.3676799473","17.5941319357"
"*","STITCH","7.58547597058","16.6865257516"
"*","STITCH","9.1830712078","17.9566354482"
"*","STITCH","7.40086723108","17.0490292641"
"*","STITCH","8.9984624683","18.3191389606"
"*","STITCH","7.21625849158","17.4115327766"
"*","STITCH","8.8138537288","18.6816424731"
"*","STITCH","7.03164975208","17.7740362891"
"*","STITCH","8.6292449893","19.0441459856"
"*","STITCH","6.84704101258","18.1365398015"
"*","STITCH","8.4446362498","19.4066494981"
"*","STITCH","6.66243227308","18.499043314"
"*","STITCH","8.2600275103","19.7691530106"
"*","STITCH","6.47782353358","18.8615468265"
"*","JUMP","0.394669179521","16.7614442835"
"*","STITCH","0.494669179521","16.8614442835"
"*","STITCH","0.789338359041","15.8426209932"
"*","STITCH","0.0","17.6802675738"
"*","STITCH","1.16654100365","16.0046437237"
"*","STITCH","0.377202644606","17.8422903042"
"*","STITCH","1.54374364825","16.1666664541"
"*","STITCH","0.754405289213","18.0043130346"
"*","STITCH","1.92094629286","16.3286891845"
"*","STITCH","1.13160793382","18.166335765"
"*","STITCH","2.29814893747","16.4907119149"
"*","STITCH","1.50881057843","18.3283584954"
"*","STITCH","2.67535158207","16.6527346453"
"*","STITCH","1.88601322303","18.4903812259"
"*","STITCH","3.05255422668","16.8147573757"
"*","STITCH","2.26321586764","18.6524039563"
"*","STITCH","3.42975687129","16.9767801062"
"*","STITCH","2.64041851225","18.8144266867"
"*","STITCH","3.80695951589","17.1388028366"
"*","STITCH","3.01762115685","18.9764494171"
"*","STITCH","4.1841621605","17.300825567"
"*","STITCH","3.39482380146","19.1384721475"
"*","STITCH","4.56136480511","17.4628482974"
"*","STITCH","3.77202644606","19.3004948779"
"*","STITCH","4.93856744971","17.6248710278"
"*","STITCH","4.14922909067","19.4625176084"
"*","STITCH","5.31577009432","17.7868937582"
"*","STITCH","4.52643173528","19.6245403388"
"*","STITCH","5.69297273893","17.9489164887"
"*","STITCH","4.90363437988","19.7865630692"
"*","STITCH","6.07017538353","18.1109392191"
"*","STITCH","5.28083702449","19.9485857996"
"*","STITCH","6.44737802814","18.2729619495"
"*","STITCH","5.6580396691","20.11060853"
"*","STITCH","6.82458067274","18.4349846799"
"*","STITCH","6.0352423137","20.2726312604"
"*","STITCH","7.20178331735","18.5970074103"
"*","STITCH","6.41244495831","20.4346539909"
"*","STITCH","6.72977210527","18.7871294915"
"*","STITCH","7.6388614596","20.5685773706"
"*","STITCH","7.08720107758","18.604730176"
"*","STITCH","7.99629043191","20.3861780551"
"*","STITCH","7.44463004989","18.4223308606"
"*","STITCH","8.35371940422","20.2037787396"
"*","STITCH","7.8020590222","18.2399315451"
"*","STITCH","8.71114837653","20.0213794242"
"*","STITCH","8.15948799451","18.0575322297"
"*","STITCH","9.06857734884","19.8389801087"
"*","STITCH","8.51691696682","17.8751329142"
"*","STITCH","9.42600632115","19.6565807933"
"*","STITCH","8.87434593913","17.6927335988"
"*","STITCH","9.78343529346","19.4741814778"
"*","STITCH","9.23177491144","17.5103342833"
"*","STITCH","10.1408642658","19.2917821624"
"*","STITCH","9.58920388375","17.3279349679"
"*","STITCH","10.4982932381","19.1093828469"
"*","STITCH","9.94663285606","17.1455356524"
"*","STITCH","10.8557222104","18.9269835315"
"*","STITCH","10.3040618284","16.963136337"
"*","STITCH","11.2131511827","18.744584216"
"*","STITCH","10.6614908007","16.7807370215"
"*","STITCH","11.570580155","18.5621849006"
"*","STITCH","11.018919773","16.5983377061"
"*","STITCH","11.9280091273","18.3797855851"
"*","STITCH","11.3763487453","16.4159383906"
"*","STITCH","12.2854380996","18.1973862697"
"*","STITCH","11.7337777176","16.2335390752"
"*","STITCH","12.6428670719","18.0149869542"
"*","STITCH","12.0912066899","16.0511397597"
"*","STITCH","13.0002960442","17.8325876388"
"*","STITCH","12.4486356622","15.8687404443"
"*","STITCH","13.3577250166","17.6501883233"
"*","STITCH","12.8060646345","15.6863411288"
"*","STITCH","13.7151539889","17.4677890079"
"*","STITCH","13.1634936068","15.5039418134"
"*","STITCH","14.0725829612","17.2853896924"
"*","STITCH","13.5209225792","15.3215424979"
"*","STITCH","14.4300119335","17.102990377"
"*","STITCH","13.8783515515","15.1391431825"
"*","STITCH","14.7874409058","16.9205910615"
"*","STITCH","14.2357805238","14.956743867"
"*","STITCH","15.1448698781","16.7381917461"
"*","STITCH","14.5932094961","14.7743445516"
"*","STITCH","15.5022988504","16.5557924306"
"*","STITCH","14.9506384684","14.5919452361"
"*","STITCH","15.8597278227","16.3733931152"
"*","STITCH","15.3080674407","14.4095459206"
"*","STITCH","16.217156795","16.1909937997"
"*","STITCH","15.665496413","14.2271466052"
"*","STITCH","16.5745857673","16.0085944843"
"*","STITCH","16.0229253853","14.0447472897"
"*","STITCH","16.9320147396","15.8261951688"
"*","STITCH","16.3803543576","13.8623479743"
"*","STITCH","17.289443712","15.6437958534"
"*","STITCH","16.7377833299","13.6799486588"
"*","STITCH","17.6468726843","15.4613965379"
"*","STITCH","17.0952123023","13.4975493434"
"*","STITCH","18.0043016566","15.2789972225"
"*","STITCH","17.4526412746","13.3151500279"
"*","STITCH","18.3617306289","15.096597907"
"*","STITCH","17.8100702469","13.1327507125"
"*","STITCH","18.7191596012","14.9141985916"
"*","STITCH","18.1674992192","12.950351397"
"*","STITCH","19.0765885735","14.7317992761"
"*","STITCH","18.5249281915","12.7679520816"
"*","STITCH","19.4340175458","14.5493999607"
"*","STITCH","18.8823571638","12.5855527661"
"*","STITCH","19.7914465181","14.3670006452"
"*","STITCH","19.2397861361","12.4031534507"
"*","STITCH","20.1488754904","14.1846013298"
"*","STITCH","19.5972151084","12.2207541352"
"*","STITCH","20.5063044627","14.0022020143"
"*","STITCH","19.9546440807","12.0383548198"
"*","STITCH","20.8637334351","13.8198026989"
"*","STITCH","20.312073053","11.8559555043"
"*","STITCH","21.2211624074","13.6374033834"
"*","STITCH","20.6695020253","11.6735561889"
"*","STITCH","21.5785913797","13.455004068"
"*","STITCH","21.0269309977","11.4911568734"
"*","STITCH","21.936020352","13.2726047525"
"*","STITCH","21.38435997","11.308757558"
"*","STITCH","22.2934493243","13.0902054371"
"*","STITCH","21.7417889423","11.1263582425"
"*","STITCH","22.6508782966","12.9078061216"
"*","STITCH","22.0992179146","10.9439589271"
"*","STITCH","23.0083072689","12.7254068061"
"*","STITCH","22.4566468869","10.7615596116"
"*","STITCH","23.3657362412","12.5430074907"
"*","STITCH","22.8140758592","10.5791602962"
"*","STITCH","23.7231652135","12.3606081752"
"*","STITCH","23.1715048315","10.3967609807"
"*","STITCH","24.0805941858","12.1782088598"
"*","STITCH","23.5289338038","10.2143616653"
"*","STITCH","24.4380231582","11.9958095443"
"*","STITCH","23.8863627761","10.0319623498"
"*","STITCH","24.7954521305","11.8134102289"
"*","STITCH","24.2437917484","9.84956303437"
"*","STITCH","25.1528811028","11.6310109134"
"*","STITCH","24.6012207208","9.66716371892"
"*","STITCH","25.5103100751","11.448611598"
"*","STITCH","24.9586496931","9.48476440347"
"*","STITCH","25.8677390474","11.2662122825"
"*","STITCH","25.3160786654","9.30236508801"
"*","STITCH","26.2251680197","11.0838129671"
"*","STITCH","25.6735076377","9.11996577256"
"*","STITCH","26.582596992","10.9014136516"
"*","STITCH","26.03093661","8.93756645711"
"*","STITCH","26.9400259643","10.7190143362"
"*","STITCH","26.3883655823","8.75516714166"
"*","STITCH","27.2974549366","10.5366150207"
"*","STITCH","26.7457945546","8.57276782621"
"*","STITCH","27.6548839089","10.3542157053"
"*","STITCH","27.1032235269","8.39036851076"
"*","STITCH","28.0123128812","10.1718163898"
"*","STITCH","27.4606524992","8.20796919531"
"*","STITCH","28.3697418536","9.98941707438"
"*","STITCH","27.8180814715","8.02556987986"
"*","STITCH","28.7271708259","9.80701775893"
"*","STITCH","28.1755104438","7.8431705644"
"*","STITCH","29.0845997982","9.62461844348"
"*","STITCH","28.5329394162","7.66077124895"
"*","STITCH","29.4420287705","9.44221912802"
"*","STITCH","28.8903683885","7.4783719335"
"*","STITCH","29.7994577428","9.25981981257"
"*","STITCH","29.2477973608","7.29597261805"
"*","STITCH","30.1568867151","9.07742049712"
"*","STITCH","29.6052263331","7.1135733026"
"*","STITCH","30.5143156874","8.89502118167"
"*","STITCH","29.9626553054","6.93117398715"
"*","STITCH","30.8717446597","8.71262186622"
"*","STITCH","30.3200842777","6.7487746717"
"*","STITCH","31.229173632","8.53022255077"
"*","STITCH","30.67751325","6.56637535625"
"*","STITCH","31.5866026043","8.34782323532"
"*","STITCH","31.0349422223","6.38397604079"
"*","STITCH","31.9440315767","8.16542391987"
"*","STITCH","31.3923711946","6.20157672534"
"*","STITCH","32.301460549","7.98302460441"
"*","STITCH","31.7498001669","6.01917740989"
"*","STITCH","32.6588895213","7.80062528896"
"*","STITCH","32.1072291393","5.83677809444"
"*","STITCH","33.0163184936","7.61822597351"
"*","STITCH","32.4646581116","5.65437877899"
"*","STITCH","33.3737474659","7.43582665806"
"*","STITCH","32.8220870839","5.47197946354"
"*","STITCH","33.7311764382","7.25342734261"
"*","STITCH","33.1795160562","5.28958014809"
"*","STITCH","34.0886054105","7.07102802716"
"*","STITCH","33.5369450285","5.10718083264"
"*","STITCH","34.4460343828","6.88862871171"
"*","STITCH","33.8943740008","4.92478151718"
"*","STITCH","34.8034633551","6.70622939626"
"*","STITCH","34.2518029731","4.74238220173"
"*","STITCH","35.1608923274","6.5238300808"
"*","STITCH","34.6092319454","4.55998288628"
"*","STITCH","35.5183212997","6.34143076535"
"*","STITCH","34.9666609177","4.37758357083"
"*","STITCH","35.8757502721","6.1590314499"
"*","STITCH","35.32408989","4.19518425538"
"*","STITCH","36.2331792444","5.97663213445"
"*","STITCH","35.6815188624","4.01278493993"
"*","STITCH","36.5906082167","5.794232819"
"*","STITCH","36.0389478347","3.83038562448"
"*","STITCH","36.948037189","5.61183350355"
"*","STITCH","36.396376807","3.64798630903"
"*","STITCH","37.3054661613","5.4294341881"
"*","STITCH","36.7538057793","3.46558699357"
"*","STITCH","37.6628951336","5.24703487265"
"*","STITCH","37.1112347516","3.28318767812"
"*","STITCH","38.0203241059","5.06463555719"
"*","STITCH","37.4686637239","3.10078836267"
"*","STITCH","38.3777530782","4.88223624174"
"*","STITCH","37.8260926962","2.91838904722"
"*","STITCH","38.7351820505","4.69983692629"
"*","STITCH","38.1835216685","2.73598973177"
"*","STITCH","39.0926110228","4.51743761084"
"*","STITCH","38.5409506408","2.55359041632"
"*","STITCH","39.4500399952","4.33503829539"
"*","STITCH","38.8983796131","2.37119110087"
"*","STITCH","39.8074689675","4.15263897994"
"*","STITCH","39.2558085854","2.18879178542"
"*","STITCH","40.1648979398","3.97023966449"
"*","STITCH","39.6132375578","2.00639246996"
